best_epoch,best_val_qwk,test_loss,test_accuracy,test_precision,test_recall,test_f1_score,test_specificity,test_roc_auc,test_qwk
79,0.8254357798165137,0.84592658602472,0.7543668122270742,0.7389624024333327,0.7543668122270742,0.7306023968655154,0.9316085659610553,0.918790354856067,0.7952996109961246
