best_epoch,best_val_qwk,test_loss,test_accuracy,test_precision,test_recall,test_f1_score,test_specificity,test_roc_auc,test_qwk
67,0.8126968525923113,0.8418876849885645,0.74235807860262,0.7340928066909614,0.74235807860262,0.7323226274225141,0.9324637618884974,0.9232374839910192,0.7744769051689413
