best_epoch,best_val_qwk,test_loss,test_accuracy,test_precision,test_recall,test_f1_score,test_specificity,test_roc_auc,test_qwk
80,0.6765586477926107,0.9946921195449501,0.5807860262008734,0.708246906359215,0.5807860262008734,0.6087596716825143,0.9025552076944452,0.8974202169412253,0.6655514387033932
