best_epoch,best_val_qwk,test_loss,test_accuracy,test_precision,test_recall,test_f1_score,test_specificity,test_roc_auc,test_qwk
18,0.710940503801456,0.8172410770223059,0.6986899563318777,0.6194094060800284,0.6986899563318777,0.6328992061169075,0.9128436567188662,0.898227025849432,0.6894087626005532
