epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_precision,val_precision,train_recall,val_recall,train_f1_score,val_f1_score,train_specificity,val_specificity,train_roc_auc,val_roc_auc,train_qwk,val_qwk
1,21.602749906628336,3.4722834771329705,0.3597002497918401,0.5087209302325582,0.361604625011863,0.3697631668946649,0.3597002497918401,0.5087209302325582,0.36063654344309537,0.4178554847423289,0.8088506734260494,0.8608784096162736,0.5269820033452454,0.7954547536004353,0.07904635776698155,0.23123887748117733
2,3.844699404097551,1.9032181393016467,0.5133222314737719,0.47093023255813954,0.5078009511419903,0.4714204543164902,0.5133222314737719,0.47093023255813954,0.5105158383287249,0.444212213299123,0.8605226244379691,0.8802206148282098,0.7266852419217825,0.8654767959320561,0.32738431763844755,0.4789466558353642
3,2.8017583307840965,1.4230897697535427,0.525811823480433,0.6598837209302325,0.5223416117177024,0.5857420623566912,0.525811823480433,0.6598837209302325,0.5240279953641033,0.5953022760374775,0.86663783914478,0.9033142857142856,0.7509891792697474,0.8561382118159059,0.37692267951954117,0.6280833470723263
4,2.210743555959487,1.6633129892024128,0.5412156536219817,0.6715116279069767,0.5335414606112415,0.6436266827900007,0.5412156536219817,0.6715116279069767,0.537249300497371,0.6426832211715933,0.8721353203005261,0.9108660194174757,0.776231016105212,0.8747528562741088,0.4224727439071937,0.5860082466904728
5,1.765063041882799,1.0749130221930416,0.5745212323064113,0.6627906976744186,0.5593019308677862,0.6183494109022916,0.5745212323064113,0.6627906976744186,0.5665521220653725,0.6032628250919386,0.8808691084804746,0.9049865030674846,0.8021325544240615,0.8789352467414597,0.4689550879045229,0.6363842891760905
6,1.3529953473056389,1.0340330505912954,0.6207327227310575,0.6075581395348837,0.6060066714395008,0.6517389062810574,0.6207327227310575,0.6075581395348837,0.6127335019663115,0.6056175002044579,0.8951344016972949,0.9018538169833423,0.836772388086713,0.884313313787252,0.540058498079734,0.5183630784472912
7,1.3146012940548903,0.9106056161902167,0.6132389675270608,0.6918604651162791,0.5933872203786112,0.6654250894236085,0.6132389675270608,0.6918604651162791,0.6022968732411886,0.6612164649795095,0.891973860485801,0.9153964891978592,0.8357908062258784,0.8934834269683951,0.5163920630516924,0.5853186207613625
8,1.130898192154848,1.0523631870746613,0.6357202331390508,0.6831395348837209,0.6108960247054833,0.5631240034944603,0.6357202331390508,0.6831395348837209,0.6213021845447739,0.603436549406339,0.8985140305465918,0.8999579316389132,0.8482782152087854,0.8889919158290465,0.5658177544182001,0.5676436050494178
9,1.066937608237298,0.8953472944823179,0.6486261448792673,0.686046511627907,0.619512435589006,0.5761364137825901,0.6486261448792673,0.686046511627907,0.6315405490479007,0.6097481512147361,0.901885467302761,0.9035007887817704,0.8584063181754177,0.8969197518864964,0.5754211442133708,0.5901837166921144
10,1.0145530231938458,0.8871360881762071,0.6452955870108243,0.6947674418604651,0.615986090457609,0.5902526557565317,0.6452955870108243,0.6947674418604651,0.6265143847299127,0.6194821062670753,0.9004068473936566,0.9079579316389133,0.8630381036489734,0.8972110830308054,0.5613640874092147,0.618354203493331
11,0.9519072253232366,0.9700122123414819,0.667360532889259,0.6511627906976745,0.6334465316885969,0.6032059064660212,0.667360532889259,0.6511627906976745,0.6443121999951096,0.6069945024817208,0.906924684599639,0.9045840490797545,0.8696863755964706,0.8963942428014263,0.62777337048379,0.6449300511003937
12,0.9078657560001145,0.8761604238640178,0.6831806827643631,0.7354651162790697,0.6459522361626152,0.683974451769856,0.6831806827643631,0.7354651162790697,0.6574037939453506,0.6935108035711497,0.9114401193624667,0.924877765203407,0.8760189470442856,0.9036474486483225,0.630409867522677,0.6658811540666199
13,0.8719060168361032,0.8416360101916573,0.6981681931723563,0.7180232558139535,0.6615863943253413,0.614879742176776,0.6981681931723563,0.7180232558139535,0.6690559852308462,0.6415506129439337,0.9147327998539863,0.9171007887817704,0.8825360543618663,0.9020048717231535,0.65720772252883,0.6769882982943276
14,0.866893177494308,0.8186979090625589,0.6948376353039134,0.7296511627906976,0.6621849046008772,0.6842171389002515,0.6948376353039134,0.7296511627906976,0.6651480267897939,0.6931215308898219,0.913783030369213,0.9260646352912479,0.8819913431471436,0.9009473218560708,0.6597488185520041,0.6200803212851407
15,0.8213146344715396,0.837635106661103,0.708992506244796,0.7325581395348837,0.6758579714926525,0.6189596013927473,0.708992506244796,0.7325581395348837,0.6757229161671924,0.6520881375806137,0.9170183410860382,0.9207579316389133,0.8891780596582333,0.9088243650752309,0.6637398293737617,0.6993155592893677
16,0.8097090875070722,0.7936961339278654,0.7060782681099084,0.7267441860465116,0.679269121359523,0.6646961091206411,0.7060782681099084,0.7267441860465116,0.6659513454498205,0.6817225170674188,0.9161767568263699,0.9200844226236568,0.8905965326999082,0.9044038136337745,0.6628775116764635,0.5716283614210085
17,0.8335191396293261,0.7994655560363423,0.704412989175687,0.7093023255813954,0.6752956533541524,0.620108207672126,0.704412989175687,0.7093023255813954,0.6687427970983227,0.6370624268836695,0.9156590427600009,0.916072217353199,0.8873349033079411,0.9003377043099973,0.6601429510861707,0.6710727945481954
18,0.8115758795217173,0.790253376418894,0.7189841798501249,0.7354651162790697,0.6883200256616074,0.6299475884981097,0.7189841798501249,0.7354651162790697,0.6774431869715206,0.6570309204557278,0.9188555855148189,0.923272217353199,0.8933824915292128,0.9054040137509776,0.673220416158234,0.710940503801456
19,0.812076667681435,0.7952784096652811,0.70233139050791,0.7296511627906976,0.6783036085537002,0.6266832779623477,0.70233139050791,0.7296511627906976,0.6590536332604393,0.6536362397706368,0.9139862768110454,0.9216348618284649,0.8917399427638655,0.899668586877379,0.6620218718115605,0.708510770376808
20,0.7886446561442305,0.7543618353930387,0.7248126561199001,0.7354651162790697,0.7057551927766799,0.6719114377806715,0.7248126561199001,0.7354651162790697,0.6807884671261439,0.6897532956099988,0.9208635846340885,0.9234689811072443,0.895854442599924,0.9101596820326648,0.6875885142534911,0.6687970710634497
21,0.7871810418880538,0.7958137203346599,0.7252289758534555,0.7325581395348837,0.7034356430550963,0.6210532587391631,0.7252289758534555,0.7325581395348837,0.679095613019052,0.6525861418896922,0.9208130162950091,0.9211007887817704,0.8955579781381318,0.904113170623306,0.6944329901068581,0.6989808539059021
22,0.7712896441584391,0.792350170287219,0.7210657785179018,0.7296511627906976,0.6949920375601824,0.6142334860702494,0.7210657785179018,0.7296511627906976,0.676923906427757,0.6487860786837025,0.9205252078602225,0.9192722173531991,0.9009656571053546,0.9013055741896159,0.6945200547945413,0.6869138118274263
23,0.7922917347870125,0.8163561902262948,0.7127393838467944,0.7267441860465116,0.6917287049208074,0.6627532324286115,0.7127393838467944,0.7267441860465116,0.6691984277696009,0.6823946074726667,0.9178199168362624,0.9206920971497776,0.894676504096286,0.9047851115987507,0.6849103389800963,0.6063295335730498
24,0.7765190115827146,0.8222773806615309,0.7164862614487927,0.7180232558139535,0.6995994069986609,0.7252237705823318,0.7164862614487927,0.7180232558139535,0.6772919186131677,0.6476784646810247,0.9191048792200254,0.918472217353199,0.8984122895535211,0.8969679470751047,0.6873002902364991,0.6806420057695783
25,0.7944993189233818,0.8358126418157057,0.7210657785179018,0.7209302325581395,0.7160940315123759,0.6700082403968405,0.7210657785179018,0.7209302325581395,0.6783937647560487,0.6824783650150935,0.9197978469732151,0.9213570128493747,0.8952221409804938,0.8973303261107501,0.6967495820121544,0.5896064684509492
26,0.7853127168306452,0.7762253216721795,0.7248126561199001,0.7354651162790697,0.7042515462496409,0.6660428292844844,0.7248126561199001,0.7354651162790697,0.6871487582279592,0.6875719466575348,0.9219360852643408,0.9217546953929586,0.8951759953401617,0.9042751948542435,0.6938645650678167,0.6405263423751073
27,0.7947004855863306,0.7674039954488928,0.7177352206494588,0.747093023255814,0.6971813086846639,0.6838688169877322,0.7177352206494588,0.747093023255814,0.6751161998131563,0.7020164436587523,0.9185297535162832,0.9276601970110816,0.8950218793333304,0.9068409428587431,0.6640922109049088,0.6673473931990965
28,0.7888981942704182,0.8070500899444927,0.7227310574521232,0.6947674418604651,0.7012697689998442,0.6786789619590329,0.7227310574521232,0.6947674418604651,0.6821219983700637,0.6672879616963064,0.9207207935764858,0.9185217781483909,0.8975196062364174,0.8972154645708357,0.6902062542750185,0.6454977295627936
29,0.7876399703175816,0.7658522860570387,0.7098251457119067,0.7296511627906976,0.686220310701076,0.6436373019885406,0.7098251457119067,0.7296511627906976,0.6703922835325946,0.6757854828926534,0.916850991441591,0.9201283489566329,0.8956494123156172,0.904873081948572,0.6792721852693311,0.6547756328344626
30,0.7868082192757272,0.7856491018425334,0.7185678601165695,0.7238372093023255,0.6910512578300169,0.6046128074053606,0.7185678601165695,0.7238372093023255,0.6768263387185293,0.6422611692839176,0.9190442668835186,0.9163007887817705,0.8978171262734411,0.904459229256208,0.6822163716962184,0.6623798565046704
31,0.7731006984284382,0.7508942254564979,0.7114904246461282,0.7354651162790697,0.6835744195031563,0.6711286665972028,0.7114904246461282,0.7354651162790697,0.6727942620821128,0.6909439512787267,0.917977845118531,0.9238151669602261,0.8995124342928605,0.9081467443799135,0.6855176965077217,0.6062893723379836
32,0.7849618897138052,0.7665427327156067,0.7185678601165695,0.7267441860465116,0.685899108950818,0.6574149713267106,0.7185678601165695,0.7267441860465116,0.6756843051386562,0.6753988139402392,0.9194071043820827,0.9190865492995698,0.8978560864506262,0.9041729248418005,0.6931777292152084,0.642983457288701
33,0.774348453970145,0.7780050554058768,0.7114904246461282,0.7238372093023255,0.6777807005973784,0.6046128074053606,0.7114904246461282,0.7238372093023255,0.6714021353093352,0.6422611692839176,0.9183824445222939,0.9163007887817705,0.8986066401825292,0.9061211070380063,0.6798130638333639,0.6623798565046704
34,0.7600343680342302,0.8032301515340805,0.7243963363863447,0.7238372093023255,0.6978623868473709,0.6541542955502837,0.7243963363863447,0.7238372093023255,0.6786576234065902,0.6693788762539061,0.9211402383132796,0.9174854397295281,0.9029950580445715,0.9083718505546887,0.6962724712812216,0.6435255413849716
35,0.7652604126291264,0.7835112308914011,0.7160699417152373,0.7238372093023255,0.6776890553215931,0.6046128074053606,0.7160699417152373,0.7238372093023255,0.6711728405913291,0.6422611692839176,0.9188227570541937,0.9163007887817705,0.9009797570363645,0.9045431671622389,0.685730231972157,0.6623798565046704
36,0.7694279564334857,0.7637104879726063,0.7206494587843464,0.747093023255814,0.6970181399286507,0.6870248603671283,0.7206494587843464,0.747093023255814,0.6810511766097221,0.7030009496532009,0.920806993288051,0.9281931604877343,0.8985084152204169,0.9059110680644568,0.6915939060454286,0.6812827141783726
37,0.7766707847449953,0.7734418118541891,0.7189841798501249,0.7238372093023255,0.706512914300771,0.6732655025676545,0.7189841798501249,0.7238372093023255,0.6756668327649485,0.6842626664830839,0.9188796452362725,0.9222580703351684,0.8993179309674567,0.9063412960783822,0.6894098078535361,0.5776877499725392
38,0.7709860780973308,0.7738106589425694,0.7114904246461282,0.7412790697674418,0.6873537685495704,0.6816250441906577,0.7114904246461282,0.7412790697674418,0.6726621736657942,0.6949622682682741,0.9179975031469756,0.9259821572514884,0.8988256715916291,0.9071235027043726,0.6735288796294453,0.6898606840526895
39,0.7740074676393673,0.8154566897587343,0.7285595337218984,0.7267441860465116,0.7224694712611804,0.661793979036941,0.7285595337218984,0.7267441860465116,0.6859368246585988,0.6820215912346477,0.9220781569157535,0.9204152711287217,0.9003598064791195,0.9029049611801269,0.7006900204046667,0.5708395451398203
40,0.7707745839428428,0.8019477819854562,0.7164862614487927,0.7093023255813954,0.694790408277317,0.6297161167666335,0.7164862614487927,0.7093023255813954,0.6730608749012619,0.6517235451207299,0.9193349416810583,0.9088381905385896,0.8992673261974266,0.9050367931248884,0.6980319017213702,0.5781676751286641
41,0.7730000610185774,0.7718210152604363,0.720233139050791,0.7383720930232558,0.7024875124280054,0.6851500462937747,0.720233139050791,0.7383720930232558,0.6780317464320226,0.698434464074675,0.919385682527498,0.9278536320550022,0.8994583745402478,0.905542740829809,0.6851560783711215,0.6529695622281194
42,0.7727577267893103,0.7883877862583507,0.7189841798501249,0.7209302325581395,0.6860768258655001,0.6015080450784965,0.7189841798501249,0.7209302325581395,0.6761659685044651,0.6395205766587645,0.9196703362146443,0.9151579316389133,0.9003334807817878,0.9058075315198972,0.6672970223393019,0.658335588300411
43,0.774939180407303,0.7995499223470688,0.7177352206494588,0.7005813953488372,0.696180969720383,0.6765988372093024,0.7177352206494588,0.7005813953488372,0.6813628135301036,0.6651471837560526,0.9201273574102988,0.9166865492995697,0.8989811732220694,0.9025913643294695,0.6877780294400193,0.6644321060307551
44,0.7683785953343112,0.8005017990415747,0.7239800166527893,0.7180232558139535,0.7002155849841811,0.653740298486703,0.7239800166527893,0.7180232558139535,0.684384885129802,0.6609983629447735,0.9214918316348897,0.9181326889204666,0.9013912421400759,0.9035515117915863,0.7031072042949298,0.6649546525028811
45,0.7720586432526443,0.7586703544313257,0.7177352206494588,0.7354651162790697,0.6988107229867362,0.6680732806888829,0.7177352206494588,0.7354651162790697,0.679116212388745,0.6890993893575271,0.9194109127688602,0.9225558049630003,0.9008280153495277,0.9069271752794851,0.6753848466371912,0.6280503272284511
46,0.7701277535482748,0.7729157412594015,0.7177352206494588,0.7238372093023255,0.692886241147224,0.6046128074053606,0.7177352206494588,0.7238372093023255,0.6797828635970093,0.6422611692839176,0.9203160576638902,0.9163007887817705,0.8995067965993332,0.9083379072570532,0.6886021921009318,0.6623798565046704
47,0.76188006858952,0.7697355205362494,0.7156536219816819,0.7325581395348837,0.6816512745392863,0.6671214340548997,0.7156536219816819,0.7325581395348837,0.6737891407282167,0.6817791801113187,0.918448890500309,0.9215623699190797,0.9009374946005873,0.9081618490472121,0.6739406834276129,0.6476627938395028
48,0.7607814286718305,0.7982326976277612,0.7252289758534555,0.7238372093023255,0.6990842339235948,0.6793590092180071,0.7252289758534555,0.7238372093023255,0.6872957699682712,0.6799618387265326,0.9217744256208217,0.922248084204794,0.9021169262065394,0.9058343511696189,0.6962569170843234,0.6793466199121133
49,0.7778205105800502,0.831359784711491,0.7177352206494588,0.7063953488372093,0.6905005755818286,0.6282917236662107,0.7177352206494588,0.7063953488372093,0.6783062824084013,0.6267365757042416,0.9196220896357368,0.907196396733689,0.8992657854926129,0.8953531641043775,0.687431967740727,0.6143921808185706
50,0.7884075321898555,0.8145899772644043,0.7189841798501249,0.7383720930232558,0.7045163802702057,0.6698046796578008,0.7189841798501249,0.7383720930232558,0.6825256698361473,0.6914346412842325,0.9200532563137411,0.9233558049630002,0.8985876945282814,0.9013209162615113,0.6923574760230273,0.6326230526435879
51,0.7664053045361248,0.806001057679003,0.7256452955870109,0.7441860465116279,0.6942883594979946,0.6905662311423006,0.7256452955870109,0.7441860465116279,0.684121217479696,0.7029534047290869,0.9217783004298603,0.9286898780096946,0.9001879295401448,0.8994708299254545,0.6977666027897902,0.6424644087587494
52,0.7654222726624533,0.7537362196228721,0.7194004995836802,0.7354651162790697,0.710004584364142,0.6823238143350867,0.7194004995836802,0.7354651162790697,0.6824615873750384,0.6812169936375448,0.9201821057263182,0.9243414730166293,0.9033634101854838,0.9060992455304056,0.6991141090940807,0.6989196039802743
53,0.7837245698204104,0.9512697187337008,0.7231473771856786,0.6395348837209303,0.6999773177460864,0.5630629967618487,0.7231473771856786,0.6395348837209303,0.6854314715421108,0.5533245154690366,0.9204612696403085,0.8697584086799276,0.9003742584081877,0.8956193120472101,0.6943981324007903,0.39387448392613444
54,0.8719364609445958,0.9094499403780157,0.6823480432972523,0.6627906976744186,0.646694101912891,0.6742695496765264,0.6823480432972523,0.6627906976744186,0.6422538916501624,0.6599495877897235,0.9064658012985843,0.9144252438888791,0.8761183390239857,0.8916180588162602,0.6037796743299477,0.57039144287665
55,0.8157230558379597,0.8173331889239225,0.701082431307244,0.7151162790697675,0.6627937005388111,0.6660873101092339,0.701082431307244,0.7151162790697675,0.6648109654485228,0.6772905651949239,0.9143064652086647,0.9195118844821865,0.8921831936148706,0.8980963189917281,0.6571791542951952,0.6191447606259362
56,0.7991989543106383,0.8073058345101096,0.6965029142381349,0.7209302325581395,0.6617864466714358,0.6052200474804533,0.6965029142381349,0.7209302325581395,0.657073182647119,0.6405497180899317,0.9131458850329424,0.9158436459246275,0.893840558274608,0.9038160601287479,0.6539869733534623,0.6575774759004955
57,0.7820708084302578,0.7682187340476296,0.7214820982514571,0.7354651162790697,0.6949477220301007,0.7109169726642187,0.7214820982514571,0.7354651162790697,0.6826242821728429,0.6592029105450659,0.92076601431501,0.9195007887817704,0.8961627299479651,0.9057566994454406,0.6874644015296594,0.6728145776902241
58,0.7788558943776895,0.8187296309254386,0.7198168193172356,0.7180232558139535,0.6939834789649539,0.6215286651333163,0.7198168193172356,0.7180232558139535,0.6833177977414299,0.64028843932849,0.9208736381435759,0.9133206802826745,0.9009004741645626,0.8843856697177257,0.6753677330916874,0.6551600315993584
59,0.7661557049546021,0.815926963632757,0.720233139050791,0.7209302325581395,0.6984186461279102,0.6439297308464172,0.720233139050791,0.7209302325581395,0.6843113978381608,0.6642250309275153,0.920482588033132,0.9151239048243041,0.900875923393782,0.8992498800081218,0.6913176214491872,0.6352124589511394
60,0.7552745905735635,0.769212240522558,0.7273105745212323,0.7325581395348837,0.7110527133330571,0.6248674666955348,0.7273105745212323,0.7325581395348837,0.6905933106151579,0.6536828186979856,0.9226718461125861,0.9217865030674848,0.9029872914860205,0.9074657987598829,0.686078274106066,0.7070010035060768
