best_epoch,best_val_qwk,test_loss,test_accuracy,test_precision,test_recall,test_f1_score,test_specificity,test_roc_auc,test_qwk
44,0.809123247965461,0.8298447907998644,0.6997816593886463,0.7327977971809849,0.6997816593886463,0.7043360940198897,0.9263416747973846,0.9236620325413509,0.7533336171662126
