epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_f1_macro,val_f1_macro,train_qwk,val_qwk,lr
1,0.8808277055402387,0.6378392948478949,0.6442471833390235,0.7513661202185792,0.6375497773039251,0.610795895083299,0.7593150804251305,0.8358327826813761,9.997532801828658e-05
2,0.5257948466477113,0.673153798436858,0.8129054284738819,0.773224043715847,0.8123727725485335,0.6236486288207264,0.8910308844963704,0.819565124646255,9.990133642141359e-05
3,0.3673940283237117,0.6773032888037259,0.8753840901331512,0.7704918032786885,0.8757500029868204,0.557091126810753,0.9310666807230453,0.8382303087519043,9.977809823015401e-05
4,0.28629836054457136,0.726874733883175,0.902014339364971,0.7868852459016393,0.9002739489578151,0.6291951047587003,0.9452294247881278,0.8556761385903882,9.960573506572391e-05
5,0.2570808357490782,0.7191992369505877,0.9201092523045408,0.7868852459016393,0.9204032314918054,0.6329236075335525,0.9542125461615805,0.8234577747637173,9.93844170297569e-05
6,0.19520390319637002,0.7625707381410025,0.9423011266643906,0.7841530054644809,0.9425295057283508,0.6252504624491306,0.9629756003473633,0.8481230312117418,9.911436253643445e-05
7,0.16914422366197054,0.8837730796610723,0.9399112325025606,0.7622950819672131,0.940765313635832,0.6006775687942671,0.9647003128426123,0.8253840371952345,9.879583809693738e-05
8,0.14673839430377197,0.9197861161388334,0.9552748378286104,0.7814207650273224,0.9548293855796575,0.627582003847112,0.979843487000647,0.8458969488476242,9.842915805643157e-05
9,0.13126189175569675,1.0712711915292374,0.9559576647319904,0.7759562841530054,0.9548643497065565,0.6121027441146727,0.9802182770908223,0.8330700798402235,9.801468428384717e-05
10,0.1293109300275759,1.0068118767660172,0.9573233185387504,0.7841530054644809,0.9575108550201283,0.6246585043310934,0.9784606808207804,0.834759704536345,9.75528258147577e-05
11,0.12747676321297385,1.128760278224945,0.9624445203141003,0.7814207650273224,0.9629538070747561,0.6113574521080506,0.9800814444898803,0.8379598492289677,9.70440384477113e-05
12,0.12348582726906758,1.1615367704401902,0.9624445203141003,0.7595628415300546,0.9624523930560098,0.5986056028876525,0.9792645214259861,0.821618108957002,9.64888242944126e-05
13,0.11809730427145713,1.1936284792227823,0.9600546261522704,0.7923497267759563,0.9602312018170887,0.633416912363107,0.9807021950979884,0.8273972602739725,9.588773128419907e-05
14,0.09934244855549015,1.269304042956868,0.9638101741208603,0.7841530054644809,0.963496595910458,0.6135211025685532,0.9824691328114232,0.8311895517119661,9.5241352623301e-05
15,0.091189893112019,1.2169047248819487,0.9696142027995903,0.8005464480874317,0.9696987789375502,0.6245244723886505,0.9841301644193786,0.8563324860339208,9.455032620941843e-05
16,0.0739677969413053,1.2348767898447526,0.9733697507681802,0.7978142076502732,0.9732023752276853,0.640818369755145,0.9856006815148348,0.8527589059300544,9.381533400219321e-05
