best_epoch,best_val_qwk,test_loss,test_accuracy,test_precision,test_recall,test_f1_score,test_specificity,test_roc_auc,test_qwk
43,0.8347654816845926,1.6003059970921483,0.7390829694323144,0.7327108512552568,0.7390829694323144,0.7293679233278572,0.9308019647478055,0.9186899765943207,0.7819361239678576
