best_epoch,best_val_qwk,test_loss,test_accuracy,test_precision,test_recall,test_f1_score,test_specificity,test_roc_auc,test_qwk
64,0.7684721856436368,0.8247123409447998,0.7270742358078602,0.7209103324460735,0.7270742358078602,0.717134565950924,0.9275720220810149,0.9134905482169191,0.751590284921375
