best_epoch,best_val_qwk,test_loss,test_accuracy,test_precision,test_recall,test_f1_score,test_specificity,test_roc_auc,test_qwk
60,0.7248972456248024,0.7774926172248249,0.7183406113537117,0.7090694675023747,0.7183406113537117,0.6516849318640722,0.918575713194927,0.9080479603616113,0.725327304823069
