Model,Accuracy_mean,Accuracy_std,Precision_Macro_mean,Precision_Macro_std,Recall_Macro_mean,Recall_Macro_std,F1_Macro_mean,F1_Macro_std,Precision_Weighted_mean,Precision_Weighted_std,Recall_Weighted_mean,Recall_Weighted_std,F1_Weighted_mean,F1_Weighted_std,Specificity_mean,Specificity_std,ROC_AUC_mean,ROC_AUC_std,QWK_mean,QWK_std,Best_Val_QWK_mean,Best_Val_QWK_std,Trainable_Params_mean,Trainable_Params_std,Total_Params_mean,Total_Params_std,Ms_Per_Image_mean,Ms_Per_Image_std
TS_ConvNeXtTiny_Residual,0.854677565849228,0.0031463229928589786,0.7444989690203768,0.004419720004558566,0.6885925966676184,0.012728669645128204,0.7034025163931968,0.00941614550256931,0.850235852953917,0.0034139856013234646,0.854677565849228,0.0031463229928589786,0.8479296433385247,0.0041983898124807835,0.9623344635667551,0.0009948225033316646,0.959029625087341,0.0011378414850290277,0.9185819009963024,0.0009929178014660813,0.890781696128438,0.006061707971979046,27824454.0,0.0,141999859.0,0.0,6.699410706190062,0.009515630240126279
TS_LiteCNNViT_Conflict_OrdinalDistill,0.8455949137148048,0.006857251984805432,0.7269007700092626,0.010705916561223949,0.6713779863026738,0.019240387994550762,0.6862602169102939,0.016730506285590308,0.8376395783868434,0.008231297115232478,0.8455949137148048,0.006857251984805432,0.8371338112716171,0.00853793990556019,0.959125352924405,0.00203387598460001,0.9581645899924577,0.0009139217076647193,0.9154599744883128,0.00197358986299426,0.8906337749654476,0.0018780847421420758,524134.0,0.0,114699539.0,0.0,5.41057465403433,0.01341329968749315
