best_epoch,best_val_qwk,test_loss,test_accuracy,test_precision,test_recall,test_f1_score,test_specificity,test_roc_auc,test_qwk
43,0.7199710564399422,0.8668057964793567,0.7052401746724891,0.619830035698468,0.7052401746724891,0.6332744643076179,0.9151488262675145,0.9052177144651089,0.7120418666049821
