epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1_score,train_specificity,train_roc_auc,train_qwk,val_loss,val_accuracy,val_precision,val_recall,val_f1_score,val_specificity,val_roc_auc,val_qwk
1,1.4222876443192185,0.35780129737111643,0.33954664233492615,0.36185024221441703,0.34492867602027766,0.8390698585049583,0.671656028045857,0.2777881303218358,1.2118538318436003,0.5218579234972678,0.296235538883057,0.40756238997618305,0.3279154633377154,0.8774287307582679,0.8004282102191158,0.4718488955775477
2,1.2860545884956471,0.42232843974052575,0.39454275074002476,0.41647353407074367,0.39950943574370273,0.8555671280071924,0.7313481151034764,0.41189549558493943,1.1946707390696625,0.5163934426229508,0.310491890102615,0.38899554727140934,0.3145341367390906,0.8837181774931147,0.7858126811328109,0.41913452101674253
3,1.2490096145133673,0.45066575623079547,0.43195585261198177,0.4461646995185567,0.42273920500114953,0.8619624917686253,0.7484054448978432,0.4663484661952103,0.9916562662749994,0.5846994535519126,0.41774127903160163,0.44389044216630424,0.39402940794016905,0.8956890490635692,0.8234131704449663,0.6040638772823536
4,1.2594556071807923,0.4510071696824855,0.43748144767910013,0.4568470496435667,0.4392532704195958,0.8621928826400118,0.7430894447598714,0.4684848043145543,1.2504144490090876,0.49453551912568305,0.383475997686524,0.40196396396396394,0.3097441634686561,0.8833199619593606,0.7773285244365024,0.5341488110122281
5,1.2141766042667024,0.4585182656196654,0.4414363495705563,0.46252585374052196,0.4460251741914174,0.8644781843690975,0.755901478722053,0.4788128852782493,0.9730815535686055,0.6174863387978142,0.4047868320256053,0.4300436988712851,0.3930249446116319,0.8998359341670502,0.8310462197149435,0.6184178580099686
6,1.1911536596382222,0.4701263229771253,0.43230489698336816,0.465339807585175,0.4397489402051347,0.8672895160568295,0.7698678225289914,0.4854426467972103,1.0307511332256547,0.5437158469945356,0.37084938395775713,0.38703966035000514,0.32422301174180873,0.886131293325698,0.8196847897011302,0.6546172503432421
7,1.1828758435755633,0.495390918402185,0.46842570853044263,0.4893511298826006,0.47118514131424377,0.8733375691406126,0.7724324011297916,0.4938992863211493,1.1330437321480507,0.5437158469945356,0.4961200510855683,0.4330672051361707,0.3684573008457888,0.8729694562517949,0.8166298481905642,0.5105521699912943
8,1.1634934677040671,0.49743939911232504,0.4722697740050955,0.49248846756209924,0.476172029280158,0.8740933499871177,0.7792699262485487,0.5125727640714499,1.076666419623328,0.5819672131147541,0.4459844554298219,0.46041897069483273,0.4091868314131003,0.8984783585852391,0.8253851993068311,0.5890723294883355
9,1.178283134797768,0.48753840901331513,0.45777025977201546,0.48153792833149545,0.46254192907268915,0.871973475240916,0.7723202444294909,0.4940645388845035,1.2828475797111218,0.5573770491803278,0.41694221341994153,0.4352449000724862,0.38129526102760986,0.8927926424233252,0.7786645802030038,0.5219484710341649
10,1.1667460412774,0.49675657220894504,0.4784261439818679,0.4979543291769983,0.48506263982944253,0.8741461025914832,0.7830901944357692,0.5348762711024586,0.9104819245677177,0.674863387978142,0.4853381866580625,0.5065908667287978,0.48410696884888604,0.9128199189512545,0.854016797687944,0.6733036991849862
11,1.1402083065128032,0.5206555138272448,0.5031867130035171,0.5204310906059586,0.50596958488068,0.8800090810346086,0.7945483369557069,0.5411503436446037,0.9161282484648657,0.6311475409836066,0.42806628154454246,0.4550166718442581,0.42631902429655233,0.9061618278802607,0.8399034541309008,0.5724023589342703
12,1.078977528347746,0.5411403209286446,0.5159934650346526,0.5345695590518884,0.5213698260297157,0.8856128019310268,0.8153733748239944,0.5727783221775324,0.9855966900215775,0.6256830601092896,0.490428072118213,0.5034029201615409,0.455796405978691,0.9070764309445905,0.8527310275079989,0.660989039263109
13,1.0420118150714315,0.5554796858996245,0.5369986834439722,0.553032430057934,0.537110297964114,0.8886995155120279,0.8270743245192268,0.6298284841662858,0.9202268677331059,0.6666666666666666,0.5048140401911224,0.5103549756653205,0.48742072114953466,0.9150887499885207,0.8592382740217595,0.6513760576180085
14,1.0228223828334946,0.5817685216797542,0.5670816070077997,0.5842993841032591,0.569199933236906,0.895204164238999,0.8360464717603854,0.6580604677010867,1.1564220033708166,0.5792349726775956,0.4581717994653388,0.516638500569535,0.446823230030627,0.8983135963906574,0.8378788217021607,0.592369440197732
15,0.9904452351914936,0.5851826561966541,0.5691769618167217,0.5838205381413988,0.5729619473292478,0.8964341485777444,0.8463533303795906,0.6859386731227102,1.172424549613494,0.5655737704918032,0.43038304150244444,0.4938307963135549,0.42442933810375677,0.8951145496846612,0.8200783420276775,0.4829990103283356
16,0.966018906873662,0.6060088767497439,0.5937419105787224,0.6042651008035869,0.5969231854477016,0.9013794122188296,0.8562421492940577,0.687732479244512,0.8701427614754015,0.6994535519125683,0.512467772967773,0.5199792896344622,0.4997686082052607,0.9204493738546133,0.8657928855544668,0.7132762937589284
17,0.9186451775338227,0.6247866165926937,0.608371936153284,0.6171160754747346,0.6077563666776724,0.9060537628587049,0.869294572743003,0.7245207162616987,0.859993226541196,0.6584699453551912,0.5088492435177517,0.5678123640882262,0.5026060757524714,0.9159237720629839,0.8867867525166725,0.7222560840239123
18,0.8693294324090188,0.6456128371457835,0.6294931676499391,0.6446658314257028,0.6322417114794898,0.9113807595116729,0.882997847195227,0.7594202909672185,0.9820084350356639,0.6366120218579235,0.508318034205239,0.5224637050843948,0.5025233336809264,0.9110686034337458,0.8607794443019238,0.5862625048912851
19,0.8197244761868442,0.6729259132809833,0.6621439066193965,0.6718099869689289,0.6652678552821805,0.9182939382391456,0.8974827488484334,0.7695582304613111,0.8477368631649539,0.6912568306010929,0.5067333390505386,0.4989124987056021,0.5021853564710708,0.9183916886559713,0.8774165273659887,0.7269753830263385
20,0.8302806213716876,0.6742915670877433,0.6646762779171779,0.6732414084550623,0.6662199575686811,0.9185495550382043,0.8941571336763825,0.771365994377107,1.072078218225573,0.6147540983606558,0.4821067142803064,0.46967111939525735,0.42815288576158145,0.9083681194930259,0.8574151442113731,0.6531627576403696
21,0.7672100203889513,0.693410720382383,0.6841621359635288,0.6927527650436673,0.6866105055448898,0.9233752603810386,0.9107196048681623,0.7933277278221564,0.9272417904900723,0.6994535519125683,0.5361144976962069,0.5642922232577405,0.5291228868850094,0.9239514646581443,0.873040593987187,0.7356056897625147
