best_epoch,best_val_qwk,test_loss,test_accuracy,test_precision,test_recall,test_f1_score,test_specificity,test_roc_auc,test_qwk
28,0.7015858303179385,0.8285801292493425,0.6997816593886463,0.6688105612223301,0.6997816593886463,0.6467393096218422,0.9150476012717552,0.9024012741734858,0.6950884800167978
