epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1_score,train_specificity,train_roc_auc,train_qwk,val_loss,val_accuracy,val_precision,val_recall,val_f1_score,val_specificity,val_roc_auc,val_qwk
1,1.3843553940482252,0.3796517582792762,0.3596819644948917,0.37814766864096444,0.36613813251835436,0.8448876465936627,0.6949527210809909,0.3573341374205893,1.0709890179295358,0.5628415300546448,0.39547333302092536,0.3880066273169721,0.38517978794103536,0.8920238732555612,0.8080765865340668,0.4246405246966398
2,1.282429959351555,0.44895868897234553,0.4305119632467049,0.4499251320005941,0.4336391983624347,0.8619870289579673,0.7407999800439151,0.4739793861031246,0.9813053770794895,0.6420765027322405,0.43009473194746917,0.428926581754168,0.40108757545169516,0.9040486724265839,0.8063182005260586,0.5356633734210309
3,1.241299639467739,0.4718333902355753,0.45593230181384736,0.4750760032768876,0.4614971169116533,0.8680297301308194,0.7569957784042721,0.5110629233706135,1.0158176799940932,0.5737704918032787,0.41775710789058823,0.4386492699596148,0.3833990724277498,0.896564777503839,0.8202180804090153,0.5302810155243773
4,1.2294290303451365,0.4796858996244452,0.46874215519223783,0.4906211299541073,0.47539356085262713,0.8693681765361942,0.7648606635488224,0.4786842453907768,0.9799314476753194,0.5546448087431693,0.4077575593716545,0.4656557937247593,0.40839095572003636,0.8918541280819955,0.8312126983709351,0.6772290098818845
5,1.146083990149467,0.5261181290542848,0.4997692420152073,0.5227809468267308,0.5026630143131359,0.8813967370740512,0.7947937789939502,0.5594134713676477,0.9408903265259957,0.6120218579234973,0.48968154518533086,0.5211425908667288,0.4317682507465067,0.9001620188217899,0.8580552223258534,0.6824847630850721
6,1.1259228268268777,0.5394332536701946,0.5193430785079258,0.5408054601459058,0.5247246548901029,0.8847907009977185,0.8038340529649121,0.5780570946733088,0.9405147951157367,0.6775956284153005,0.4601620768636169,0.48543543543543544,0.46333186848773317,0.9146230398329289,0.8451441184995119,0.6448021921561911
7,1.1332781494742328,0.5186070331171048,0.49888455807176235,0.5194552884592242,0.5051521250537603,0.8796975012637965,0.794130759487888,0.5643213602734469,0.8976162235593536,0.6912568306010929,0.5210703157926192,0.5133786890338615,0.48560756290663576,0.9159143157224012,0.8530660853933532,0.6886971358676939
8,1.0846712408150452,0.5510413110276545,0.5352627665214669,0.5529144832850534,0.5392588689717603,0.8876447031821751,0.8170175261929803,0.6087769054918994,0.9217074015101449,0.639344262295082,0.454658526579436,0.45538800869835355,0.4270172960416863,0.9085006803120802,0.8628384907450105,0.6230098637089183
9,1.055642704867633,0.5633321952884943,0.548650490751108,0.56778915149663,0.5531154926204804,0.8906662514092035,0.8263562511183263,0.6095615230325773,0.9437446066590606,0.6885245901639344,0.529863153676618,0.5442692347519933,0.5072880581965025,0.9179003230664042,0.8572979228680948,0.7001755412521943
10,0.9907904356646839,0.6104472516217139,0.5939929460963487,0.6050405778461433,0.5963585279067201,0.9025798150023905,0.8494761566686719,0.6839945693690579,0.9053659712682005,0.6666666666666666,0.46575321952680443,0.48043305374339845,0.46643865891201475,0.9120476003475548,0.8587502999544224,0.6558326091316264
