best_epoch,best_val_qwk,test_loss,test_accuracy,test_precision,test_recall,test_f1_score,test_specificity,test_roc_auc,test_qwk
37,0.7417401524894924,0.8529050596829119,0.6965065502183406,0.709940432342177,0.6965065502183406,0.6435819780918239,0.9136672891154222,0.9015628741236694,0.6846106708669764
