epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_f1_macro,val_f1_macro,train_qwk,val_qwk,lr
1,1.1245378009611204,0.7416008730403713,0.5104131102765449,0.7295081967213115,0.5061135921874675,0.5622957673756721,0.5919623563539216,0.8125682989856395,9.997532801828658e-05
2,0.7524334010348543,0.727177019979133,0.7077500853533629,0.7513661202185792,0.7033260893942861,0.5809920193656133,0.8309867669948533,0.8157074617928444,9.990133642141359e-05
3,0.5544345141316933,0.8043419329520783,0.8033458518265619,0.7431693989071039,0.8036623797226555,0.5566586890182396,0.880709205867304,0.8246262295837269,9.977809823015401e-05
4,0.4336992509551181,0.9975317157194262,0.8467053601911916,0.73224043715847,0.8466497051256949,0.5833137225509931,0.9194039953754745,0.7819042938898069,9.960573506572391e-05
5,0.3596615159630358,0.9143318862214054,0.8798224650051212,0.7486338797814208,0.8799251590487742,0.5733634986151014,0.9324999191362571,0.8129631206881867,9.93844170297569e-05
6,0.30873853444227023,1.1588838536526418,0.905087060430181,0.7704918032786885,0.9034628397087303,0.5952945882548681,0.9466731663769544,0.8262824022220101,9.911436253643445e-05
7,0.2688073500007637,1.2278860946913641,0.9214749061113008,0.7540983606557377,0.9193592065505554,0.5915736066287243,0.9620655419643762,0.8316637054398367,9.879583809693738e-05
8,0.2681605395565739,1.024925005881757,0.9238648002731308,0.7950819672131147,0.923364623268695,0.6514803888995344,0.9587832547817619,0.8452011712395618,9.842915805643157e-05
9,0.2171114908765053,1.3502056017006578,0.9371799248890407,0.7978142076502732,0.9377970604999755,0.647786636775084,0.9669952927686248,0.8350647094996455,9.801468428384717e-05
10,0.1929677942332106,1.4496401723940562,0.9443496073745306,0.7650273224043715,0.9437066521954909,0.5915082251537708,0.9716478544800904,0.8521906701725583,9.75528258147577e-05
11,0.20891635974472628,1.6396038484219857,0.9504950495049505,0.7950819672131147,0.9504252344966903,0.6334068809139668,0.9758037375353773,0.8454839122824493,9.70440384477113e-05
12,0.18221005778541216,1.4925512082615862,0.9528849436667804,0.7923497267759563,0.9528191253932468,0.6499948276402971,0.976376842439852,0.8322900048974209,9.64888242944126e-05
13,0.1368507884118005,1.8519056193284886,0.9597132127005804,0.8005464480874317,0.9591316931222753,0.620977589750566,0.9788854848058293,0.8505202036939363,9.588773128419907e-05
14,0.1554124148365645,1.73236840460839,0.9641515875725504,0.8087431693989071,0.964445856651379,0.6428727160735608,0.9820868459731286,0.8564601761886842,9.5241352623301e-05
15,0.11401425681017427,1.9255400309317248,0.9747354045749402,0.7923497267759563,0.9745665844722667,0.5965721602341321,0.989148916764611,0.8433784180133571,9.455032620941843e-05
16,0.1410051738258778,1.591347430049624,0.9658586548310003,0.7896174863387978,0.9661421191698139,0.612218590464299,0.9843711920093555,0.818545952552756,9.381533400219321e-05
17,0.13391328007270786,1.7328198339139325,0.9716626835097303,0.7950819672131147,0.9714540492003652,0.6468845742241247,0.9870765576079321,0.8360929769186188,9.303710135019722e-05
18,0.1242245641114409,1.6956801420636738,0.9651758279276204,0.8087431693989071,0.9650348639454605,0.6728650122352988,0.9817275561758441,0.8194446479595575,9.22163962751008e-05
19,0.08620906192012204,2.0009805209666993,0.9781495390918402,0.7950819672131147,0.9782032606432406,0.6187094372039267,0.9884474674667343,0.8236919284226634,9.135402871372814e-05
20,0.12621467820118656,3.4005079938861282,0.9709798566063503,0.7923497267759563,0.971365196742022,0.6035913312693498,0.9849541171515023,0.8272672709644655,9.045084971874742e-05
21,0.15936404404235574,2.310774751192805,0.9668828951860703,0.8005464480874317,0.9663618462425262,0.6024540782417345,0.9829196603517725,0.831640967168912,8.950775061878456e-05
22,0.12106305650544796,1.8641311985897706,0.9733697507681802,0.7896174863387978,0.9731453513200397,0.6359208836734945,0.9855693560493176,0.8322514901517373,8.85256621387895e-05
23,0.12756734146628027,1.9695901358506833,0.9702970297029703,0.7868852459016393,0.9705675836514821,0.6300905493488929,0.9852616315841568,0.8183348439725495,8.750555348152302e-05
24,0.10420977158824837,2.1170324172278807,0.9730283373164903,0.7923497267759563,0.9726668173431271,0.6375679693165364,0.9821609568035135,0.8337866877659849,8.644843137107061e-05
25,0.09982516123962347,2.1747751262425723,0.9778081256401502,0.7896174863387978,0.9780292013478045,0.6052114283264042,0.9887539533668784,0.847112656106707,8.53553390593274e-05
26,0.10977885403253658,2.871305937093855,0.9709798566063503,0.7896174863387978,0.9709263760499048,0.5819334183720102,0.9843918356122799,0.837416030364802,8.422735529643446e-05
27,0.08396239846923943,2.0784974875661044,0.9781495390918402,0.8005464480874317,0.9781090144104064,0.631252439256696,0.9915219455909569,0.8524327341956971,8.306559326618262e-05
28,0.07802839710343426,2.390270511657741,0.9788323659952202,0.7704918032786885,0.9785728983383853,0.600041597201478,0.9914720876975679,0.8005795815633272,8.187119948743451e-05
29,0.06576595828892728,2.389214255204213,0.9808808467053602,0.7950819672131147,0.9807029134653271,0.6143626657902188,0.9905840613606449,0.8460326855253311,8.064535268264886e-05
30,0.057615127896096366,2.239227299937652,0.9822465005121201,0.8087431693989071,0.982263153598262,0.6338892086601583,0.9935953437086518,0.8479383559989372,7.93892626146237e-05
31,0.08120007101197849,2.5113779581373463,0.9842949812222601,0.7786885245901639,0.9843115494859707,0.5827686538916541,0.9918635114705291,0.8394384733494187,7.810416889260657e-05
32,0.10147238328371244,2.247112175404443,0.9737111642198703,0.7978142076502732,0.9738859088601982,0.6499099618539084,0.9896682830553855,0.8274354343083672,7.679133974894987e-05
33,0.07261305520615394,2.0354854965024587,0.9798566063502901,0.8032786885245902,0.9800356424847383,0.6411950448806624,0.991445252830894,0.8120878299229868,7.545207078751861e-05
34,0.07353229207682424,2.341973821786875,0.9832707408671901,0.7923497267759563,0.9833362657389977,0.6130505476380441,0.9936294406336971,0.8378816914017149,7.40876837050858e-05
