best_epoch,best_val_qwk,test_loss,test_accuracy,test_precision,test_recall,test_f1_score,test_specificity,test_roc_auc,test_qwk
80,0.8534545779666455,1.139635515921139,0.759825327510917,0.7499289647741317,0.759825327510917,0.7527441527531421,0.9366813767904582,0.9319123993907867,0.8170620535454378
